;;;;;;;;;;;;;;;;;;
"Абдулхаев Фаррух";;;;;;;;;;;;;;;;;;
"Price List";;;;;;;;;;;;;;;;;;
"03 окт 2024";;;;;;;;;;;;;;;;;;
"в„–";"Code";"Barcode";"Name";"Qty per Box";"Card Number";"Balance";"Your order";"Price Type: Акция";"Акция with margin";"Price Type: Возврат";"Возврат with margin";"Price Type: При 100% Оплате (перечисление)";"При 100% Оплате (перечисление) with margin";"Price Type: Цена договорная (перечисление)";"Цена договорная (перечисление) with margin";"Expiry Date";"Группа";"Producer"
"2979";"03004402007001009";;"Полиоксидоний супп.12мг№10";"182";"05032024";"103";;;;;;"249631";"249631";"257351";"257351";"01.03.2026";"НДС";"Петровакс/Россия"
"2980";"03004402007001010";;"Полиоксидоний супп.6мг№10";"182";"03022024";"332";;;;;;"199146";"199146";"205305";"205305";"01.02.2026";"НДС";"Петровакс/Россия"
"2981";"03004402007001004";;"Полиоксидоний таб.12мг№10";"180";"230823";"88";;;;;;"168882";"168882";"174105";"174105";"01.08.2026";"НДС";"Петровакс/Россия"
"Полисан";;;;;;;;;;;;;;;;;;
"2982";"03004999303001001";;"Ремаксол р-р 400мл";"12";"120124";"75";;;;;;"74536";"74536";"74536";"74536";"01.12.2028";"НДС";"Полисан/Россия"
"2983";"03004508015001001";;"Цитофлавин 10мл №10 амп.";"18";"1010124";"180";;;;;;"242233";"242233";"249725";"249725";"01.12.2025";"НДС";"Полисан/Россия"
"Польфа С.А.";;;;;;;;;;;;;;;;;;
"2984";"03004098001005001";;"Ареплекс таб. 75мг №28";"176";"12647269";"2340";;;;;;"113571";"113571";"117084";"117084";"01.07.2025";"НДС";"Польфа С.А./Польша"
"2985";"03004321001054003";;"Бисептол таб. 960мг №10";"130";"13205515";"1639";;;;;;"43218";"43218";"44555";"44555";"01.03.2029";"НДС";"Польфа С.А./Польша"
"2986";"03004270003025002";;"Лютеина таб. вагин. 200мг №30";"54";"12633415";"17";;;;;;"172973";"172973";"178323";"178323";"01.02.2025";"НДС";"Польфа С.А./Польша"
"2987";"03004270003025004";;"Лютеина таб. сублинг. 50мг №30";"96";"12632726";"75";;;;;;"51992";"51992";"53600";"53600";"01.03.2025";"НДС";"Польфа С.А./Польша"
"2988";"03004029001001001";;"Одестон 200мг №50 таб.";"182";"13102538";"607";;;;;;"145213";"145213";"149704";"149704";"01.11.2027";"НДС";"Польфа С.А./Польша"
"2989";"03004297005002001";;"Полькортолон таб. 4мг №50";"80";"12871506";"490";;;;;;"131992";"131992";"136074";"136074";"01.07.2026";"НДС";"Польфа С.А./Польша"
"2990";"03004333003001001";;"Урофурагин таб. 50мг №30";"180";"13208510";"239";;;;;;"63736";"63736";"65708";"65708";"01.03.2028";"НДС";"Польфа С.А./Польша"
"Польфарма";;;;;;;;;;;;;;;;;;
"2991";"03004071009002001";"5907529433515";"Аквадетрим капли 10мл (Витамин Д)";"200";"010823";"33366";;;;;;"44936";"44936";"46326";"46326";"01.08.2026";"НДС";"Польфарма/Польша"
"2992";"03004070003001001";"5907529433522";"Аквадетрим плюс капли 10мл (Витамин Д+)";"200";"060224";"1862";;;;;;"32019";"32019";"33009";"33009";"01.02.2026";"НДС";"Польфарма/Польша"
"2993";"03004019003009001";;"Боботик 30мл";"162";"060124";"12304";;;;;;"42354";"42354";"43664";"43664";"01.01.2027";"НДС";"Польфарма/Польша"
"2994";"03004553011001001";;"Гелисал 27,78мг/5мл сироп 100мл";"42";"031123";"301";;;;;;"25508";"25508";"26297";"26297";"01.11.2025";"НДС";"Польфарма/Польша"
"2995";"03004577001001003";;"Диакарб таб. 250мг №30";"90";"20424";"557";;;;;;"78710";"78710";"81144";"81144";"01.04.2029";"НДС";"Польфарма/Польша"
"2996";"03004411001041001";;"Ибуфен-Д сусп. 100мг/5мл";"42";"070624";"229";;;;;;"46460";"46460";"47897";"47897";"01.06.2027";"НДС";"Польфарма/Польша"
"2997";"03004154004004001";;"Индапамид SR 1,5мг №30 таб.";"120";"30224";"34";;;;;;"31455";"31455";"32428";"32428";"01.02.2026";"НДС";"Польфарма/Польша"
"2998";"03004199001017001";;"Клотримазол 1% 15мл";"162";"010823";"406";;;;;;"21743";"21743";"22415";"22415";"01.08.2026";"НДС";"Польфарма/Польша"
"2999";"03004174001003003";;"Метокард SR 47,50мг №28";"500";"11023";"345";;;;;;"30451";"30451";"31393";"31393";"01.10.2026";"НДС";"Польфарма/Польша"
"3000";"03004522001010001";;"Пирантел таб.250мг№3";"100";"10224";"327";;;;;;"24378";"24378";"25132";"25132";"01.02.2029";"НДС";"Польфарма/Польша"
"3001";"03004502001009001";;"Польматин таб. 10мг №28";"160";"11223";"344";;;;;;"149870";"149870";"154505";"154505";"01.12.2026";"НДС";"Польфарма/Польша"
"3002";"03004502001009003";;"Польматин таб. 20мг №28";"120";"11223";"5";;;;;;"196611";"196611";"202691";"202691";"01.12.2026";"НДС";"Польфарма/Польша"
"3003";"03004155003007001";;"Тригрим 10мг №30 таб.";"150";"90224";"266";;;;;;"86966";"86966";"89656";"89656";"01.02.2029";"НДС";"Польфарма/Польша"
"3004";"03004002005014001";;"Трихопол таб. 250мг №20";"160";"130124";"3181";;;;;;"27598";"27598";"28451";"28451";"01.01.2027";"НДС";"Польфарма/Польша"
"3005";"03004419005010001";;"Феброфид гель 2,5% 30 г.";"50";"020923";"2548";;;;;;"28694";"28694";"29581";"29581";"01.09.2026";"НДС";"Польфарма/Польша"
"3006";"03004282008001001";;"Фитолизин 100г паста";"50";"020124";"237";;;;;;"73933";"73933";"76220";"76220";"01.12.2026";"НДС";"Польфарма/Польша"
"3007";"03004157004004007";;"Эспиро 50мг №10 таб.";"150";"30324";"774";;;;;;"101446";"101446";"104583";"104583";"01.03.2026";"НДС";"Польфарма/Польша"
"3008";"A28987";;"Аквадетрим капс. мягкие 4000МЕ №30";"90";"010124";"558";;;;;;"61262";"61262";"63157";"63157";"01.01.2026";"НДС";"Польфарма/Польша"
"3009";"03004191007028002";;"Ромазик таб.20мг №30";"1";"10224";"201";;;;;;"58084";"58084";"59881";"59881";"01.02.2026";"НДС";"Польфарма/Польша"
"Польфарма / ОАО Акрихин";;;;;;;;;;;;;;;;;;
"3010";"03004220001001002";"4601969003598";"Акридерм СК мазь 15г";"176";"7670524";"901";;;;;;"24265";"24265";"25015";"25015";"01.05.2027";"НДС";"Польфарма / ОАО Акрихин/Россия"
"3011";"03004168003003002";;"Венолайф гель 40г";"117";"2500224";"865";;;;;;"58028";"58028";"59823";"59823";"01.02.2026";"НДС";"Польфарма / ОАО Акрихин/Россия"
"3012";"03004206001006001";;"Пантодерм мазь 5% 30г";"117";"5220324";"244";;;;;;"32060";"32060";"33051";"33051";"01.03.2028";"НДС";"Польфарма / ОАО Акрихин/Россия"
"3013";"A55244";;"Феброфид форте таб. 100мг №20";"1";"23100287";"661";;;;;;"25572";"25572";"26363";"26363";"01.10.2027";"НДС";"Польфарма / ОАО Акрихин/Россия"
"Радикс";;;;;;;;;;;;;;;;;;
"3014";"03004322008101009";"4780049620921";"Азитромицин капс.500мг№3";"52";"050724";"45";;;;;;"8843";"8843";"9117";"9117";"01.08.2026";"НДС";"Радикс/Узбекистан"
"3015";"03004554005069013";"4780011679827";"Амброксол таб.30мг№20";"60";"080923";"625";;;;;;"3958";"3958";"4080";"4080";"01.10.2026";"НДС";"Радикс/Узбекистан"
"3016";"03004118007002001";;"Ацесоль р-р д/инф 200мл";"30";"030524";"229";;;;;;"5975";"5975";"6160";"6160";"01.06.2026";"НДС";"Радикс/Узбекистан"
"3017";"03004032001007001";;"Бисакодил  супп.10мг№10";"40";"010624";"589";;;;;;"3933";"3933";"4055";"4055";"01.07.2026";"НДС";"Радикс/Узбекистан"
"3018";"03004174004037004";;"Бисопролол таб. 10мг №30";"60";"010624";"23";;;;;;"7415";"7415";"7644";"7644";"01.07.2026";"НДС";"Радикс/Узбекистан"
"3019";"03004174004037008";;"Бисопролол таб.2.5мг№30";"60";"020524";"230";;;;;;"2966";"2966";"3058";"3058";"01.06.2026";"НДС";"Радикс/Узбекистан"
"3020";"03004711001011003";;"Борная кислота спиртовая 3% 25мл";"160";"050724";"2280";;;;;;"2372";"2372";"2445";"2445";"01.08.2027";"НДС";"Радикс/Узбекистан"
"3021";"03004711001010004";;"Борная мазь 5% 30г";"180";"03022024";"44";;;;;;"3453";"3453";"3560";"3560";"01.03.2026";"НДС";"Радикс/Узбекистан"
"3022";"03004245023007001";;"Вазелин мед.20г№1";"108";"04032024";"246";;;;;;"2561";"2561";"2640";"2640";"01.04.2027";"НДС";"Радикс/Узбекистан"
"3023";"03004036001002003";;"Глицерин супп.1.24г.№10";"40";"030824";"231";;;;;;"5951";"5951";"6135";"6135";"01.09.2026";"НДС";"Радикс/Узбекистан"
"3024";"03004718001006007";;"Ихтиоловая мазь 20% 30гр";"180";"02052024";"105";;;;;;"7433";"7433";"7663";"7663";"01.06.2029";"НДС";"Радикс/Узбекистан"
"3025";"03004233002024003";;"Йод 5%.25мл№1";"160";"070224";"2";;;;;;"5931";"5931";"6114";"6114";"01.03.2027";"НДС";"Радикс/Узбекистан"
"3026";"03004422002044006";;"Камфора р-р спиртовый 10% 25мл";"160";"030724";"310";;;;;;"2973";"2973";"3065";"3065";"01.08.2029";"НДС";"Радикс/Узбекистан"
"3027";"03004326008141011";;"Левофлоксоцин р-р.инф.5мг/мл100мл№1";"40";"050124";"520";;;;;;"9186";"9186";"9470";"9470";"01.02.2027";"НДС";"Радикс/Узбекистан"
"3028";"03004132001012006";;"Лидокаин г/х.амп.1%.5мл№5";"112";"051123";"11";;;;;;"3458";"3458";"3565";"3565";"01.12.2025";"НДС";"Радикс/Узбекистан"
"3029";"03004208012002002";;"Меновазин 40мл.№1";"100";"210624";"629";;;;;;"3448";"3448";"3555";"3555";"01.07.2026";"НДС";"Радикс/Узбекистан"
"3030";"03004059001048005";;"Метформин таб.850мг№30";"42";"020424";"76";;;;;;"14826";"14826";"15285";"15285";"01.05.2026";"НДС";"Радикс/Узбекистан"
"3031";"03004999095013001";;"Настойка боярышника 25мл№1";"160";"010624";"1";;;;;;"1984";"1984";"2045";"2045";"01.07.2028";"НДС";"Радикс/Узбекистан"
"3032";"03004999100016002";;"Настойка календулы 25мл";"160";"010724";"30";;;;;;"2478";"2478";"2555";"2555";"01.08.2027";"НДС";"Радикс/Узбекистан"
"3033";"03004999151004001";;"Настойка перца стручкового 25мл";"160";"010124";"2";;;;;;"2618";"2618";"2699";"2699";"01.02.2028";"НДС";"Радикс/Узбекистан"
"3034";"03004121001024003";;"Натрия хлорид Изотоник р-р.инф.0.9%.200мл№1";"30";"100424";"250";;;;;;"7154";"7154";"7375";"7375";"01.05.2026";"НДС";"Радикс/Узбекистан"
"3035";"03004441001020027";;"Новокаин амп.2%.2мл№5";"150";"2030624";"1678";;;;;;"3104";"3104";"3200";"3200";"01.07.2027";"НДС";"Радикс/Узбекистан"
"3036";"03004452001089005";;"Парацетамол супп.100мг№10";"40";"020424";"20";;;;;;"4845";"4845";"4995";"4995";"01.05.2027";"НДС";"Радикс/Узбекистан"
"3037";"03004452001089009";;"Парацетамол супп 50мг №10";"40";"020524";"35";;;;;;"4447";"4447";"4585";"4585";"01.06.2027";"НДС";"Радикс/Узбекистан"
"3038";"03004079001012003";;"Пиридоксина г/х Вит.В6 5%/1мл №5";"100";"041023";"400";;;;;;"3458";"3458";"3565";"3565";"01.11.2026";"НДС";"Радикс/Узбекистан"
"3039";"03004116002008002";;"Реополиглюкин р-р.инф.200мл№1";"30";"020723";"15";;;;;;"21752";"21752";"22425";"22425";"01.08.2025";"НДС";"Радикс/Узбекистан"
"3040";"03004200002015003";;"Салициловая кислота р-р спиртовый 1% 25мл";"140";"010424";"10";;;;;;"2372";"2372";"2445";"2445";"01.05.2027";"НДС";"Радикс/Узбекистан"
"3041";"03004236003024002";;"Спирт этил.мед.70% 50мл№1 Radiks";"100";"140824";"250";;;;;;"2978";"2978";"3070";"3070";"01.08.2029";"НДС";"Радикс/Узбекистан"
"3042";"03004566017002002";;"Сульфокамфокаин амп.10%.2мл№10";"80";"030923";"85";;;;;;"14870";"14870";"15330";"15330";"01.10.2026";"НДС";"Радикс/Узбекистан"
"3043";"03004525001004002";;"Фенасал таб.0.25г.№12";"78";"060624";"1108";;;;;;"9899";"9899";"10205";"10205";"01.07.2027";"НДС";"Радикс/Узбекистан"
"3044";"03004337001101003";;"Флуконазол капс.150мг№1";"52";"010524";"408";;;;;;"2966";"2966";"3058";"3058";"01.06.2026";"НДС";"Радикс/Узбекистан"
"3045";"03004884019005006";;"Цефотаксим 1г.№1";"300";"040723";"1354";;;;;;"4957";"4957";"5110";"5110";"01.09.2025";"НДС";"Радикс/Узбекистан"
"3046";"03004314002023004";;"Цефтазидим Радикс 1.0г №1";"300";"030424";"742";;;;;;"11790";"11790";"12155";"12155";"01.12.2026";"НДС";"Радикс/Узбекистан"
"3047";"03004884019005005";;"Цефтриаксон 1г.№1";"300";"151123";"8950";;;;;;"4166";"4166";"4295";"4295";"01.04.2026";"НДС";"Радикс/Узбекистан"
"3048";"03004999246001002";;"Эналаприл таб.10мг№20";"60";"020723";"12";;;;;;"5245";"5245";"5407";"5407";"01.08.2025";"НДС";"Радикс/Узбекистан"
"3049";"03004184002022009";;"Эналаприл таб.5мг№20";"60";"030723";"236";;;;;;"3955";"3955";"4077";"4077";"01.08.2025";"НДС";"Радикс/Узбекистан"
"3050";"03004322008101001";;"Азитромицин капс.250мг№6";"52";"020224";"388";;;;;;"8787";"8787";"9059";"9059";"01.03.2026";"НДС";"Радикс/Узбекистан"
"3051";"03004554005069005";;"Амброксол амп.15мг/2мл№5";"100";"020624";"1094";;;;;;"3968";"3968";"4090";"4090";"01.07.2026";"НДС";"Радикс/Узбекистан"
"3052";"A56524";;"Аскорутин таб. №50";"60";"030324";"74";;;;;;"6926";"6926";"7140";"7140";"01.04.2028";"НДС";"Радикс/Узбекистан"
"3053";"03004071005025001";;"Витамин Д3 капли для прием внутрь 15000МЕ/мл 10мл №1";"80";"010124";"35";;;;;;"11903";"11903";"12271";"12271";"01.02.2026";"НДС";"Радикс/Узбекистан"
"3054";"A26774";;"Глюкоза 5% р-р.инф.200мл№1";"30";"120524";"1650";;;;;;"6557";"6557";"6760";"6760";"01.06.2026";"НДС";"Радикс/Узбекистан"
"3055";"03004122003025005";;"Глюкоза амп.40%.10мл.№5";"44";"050623";"5";;;;;;"5427";"5427";"5595";"5595";"01.07.2025";"НДС";"Радикс/Узбекистан"
"3056";"03004297002025004";;"Дексаметазон амп.4мг/1мл№5";"150";"2030124";"5";;;;;;"3933";"3933";"4055";"4055";"01.02.2026";"НДС";"Радикс/Узбекистан"
"3057";"A56766";;"Калия и Магния аспаргинат р-р д/инф.100мл №1";"40";"2010324";"15";;;;;;"12867";"12867";"13265";"13265";"01.04.2026";"НДС";"Радикс/Узбекистан"
"3058";"03004085001006005";;"Калия хлорид амп.4% 10мл№5";"44";"020523";"8";;;;;;"5934";"5934";"6118";"6118";"01.06.2025";"НДС";"Радикс/Узбекистан"
"3059";"03004083001017005";;"Кальция глюконат амп. 10% 10мл №5";"44";"121223";"97";;;;;;"7144";"7144";"7365";"7365";"01.07.2026";"НДС";"Радикс/Узбекистан"
"3060";"03004132001012015";;"Лидокаин г/х.амп. 2%.2мл№5";"100";"010424";"130";;;;;;"2876";"2876";"2965";"2965";"01.05.2026";"НДС";"Радикс/Узбекистан"
"3061";"03004132001012009";;"Лидокаин г/х.амп.10%.2мл№5";"150";"010424";"13";;;;;;"4302";"4302";"4435";"4435";"01.05.2026";"НДС";"Радикс/Узбекистан"
"3062";"03004236011002003";;"Линимент бальзамический (по Вишневскому) 30г";"108";"04102023";"3";;;;;;"5365";"5365";"5531";"5531";"01.11.2028";"НДС";"Радикс/Узбекистан"
"3063";"A56224";;"Лорингосепт таб. №50";"36";"2170624";"2757";;;;;;"7917";"7917";"8162";"8162";"01.07.2026";"НДС";"Радикс/Узбекистан"
"3064";"03004025001016002";;"Метоклопрамид амп.0.5%.2мл№5";"100";"011223";"135";;;;;;"5354";"5354";"5520";"5520";"01.01.2027";"НДС";"Радикс/Узбекистан"
"3065";"03004332001052001";;"Метронидазол р-р д/инф 0,5% 100мл №1";"40";"2101123";"31";;;;;;"6276";"6276";"6470";"6470";"01.12.2025";"НДС";"Радикс/Узбекистан"
"3066";"03004326009049003";;"Моксифлоксацин р-р д/инф 400мг/200мл№1";"30";"021023";"9";;;;;;"12848";"12848";"13245";"13245";"01.11.2025";"НДС";"Радикс/Узбекистан"
"3067";"03004124007004001";;"Натрия гидрокарбонат р-р д/инф 4%.200мл№1";"30";"2030124";"107";;;;;;"9167";"9167";"9450";"9450";"01.02.2026";"НДС";"Радикс/Узбекистан"
"3068";"03004597002014003";;"Натрия тиосульфат амп.30%.5мл№5";"50";"040523";"59";;;;;;"3943";"3943";"4065";"4065";"01.06.2025";"НДС";"Радикс/Узбекистан"
"3069";"03004121001024002";;"Натрия хлорид Изотоник р-р.инф.0.9%.100мл№1";"40";"140524";"2920";;;;;;"4016";"4016";"4140";"4140";"01.06.2026";"НДС";"Радикс/Узбекистан"
"3070";"03004194001005004";;"Никотиновая к-та р-р для инъек.1% 1мл №5";"150";"2020424";"450";;;;;;"3434";"3434";"3540";"3540";"01.05.2026";"НДС";"Радикс/Узбекистан"
"3071";"03004040001013003";;"Нифуроксазид капс. 200мг №20";"33";"020723";"90";;;;;;"15826";"15826";"16315";"16315";"01.08.2025";"НДС";"Радикс/Узбекистан"
"3072";"03004236001020005";;"Перекись водорода 3%. 90мл№1";"30";"030624";"20";;;;;;"1980";"1980";"2041";"2041";"01.07.2026";"НДС";"Радикс/Узбекистан"
"3073";"03004499003046006";;"Пирацетам амп.20%.10мл№5";"40";"110224";"136";;;;;;"11923";"11923";"12292";"12292";"01.03.2026";"НДС";"Радикс/Узбекистан"
"3074";"03004499003046002";;"Пирацетам амп.20%.5мл№5";"50";"020323";"15";;;;;;"5954";"5954";"6138";"6138";"01.04.2025";"НДС";"Радикс/Узбекистан"
"3075";"03004141021011007";;"Рибоксин амп. 2% 10мл№5";"44";"071123";"199";;;;;;"4908";"4908";"5060";"5060";"01.12.2025";"НДС";"Радикс/Узбекистан"
"3076";"A54528";;"Семетик капли д/приём внутрь 66,66мг/мл 30мл";"54";"010823";"44";;;;;;"9895";"9895";"10201";"10201";"01.09.2025";"НДС";"Радикс/Узбекистан"
"3077";"03004318001006013";;"Стрептоцид таб, 0.3мг №100";"36";"060424";"36";;;;;;"23852";"23852";"24590";"24590";"01.05.2029";"НДС";"Радикс/Узбекистан"
"3078";"A56225";;"Фуросемид р-р д/инъек.1% 2мл №5";"150";"2010224";"5";;;;;;"3463";"3463";"3570";"3570";"01.03.2026";"НДС";"Радикс/Узбекистан"
"3079";"03004315001033001";;"Цефепим пор.инъек.1г.№1";"80";"010424";"30";;;;;;"14870";"14870";"15330";"15330";"01.09.2025";"НДС";"Радикс/Узбекистан"
"Ромфарм";;;;;;;;;;;;;;;;;;
"3080";"A518";;"Гиалуром Хондро 60мг/3мл 3мл №1";"45";"2402063";"569";;;;;;"836518";"836518";"862390";"862390";"01.01.2026";"НДС";"Ромфарм/Румыния"
"3081";"03004573001001002";;"Индофтальмик кап.глаз.5мл №1";"240";"2322851";"163";;;;;;"49310";"49310";"50835";"50835";"01.05.2025";"НДС";"Ромфарм/Румыния"
"3082";"03004093001081001";;"Л-Карнитин амп.200мг/мл.5мл№5";"120";"2304511";"55";;;;;;"119921";"119921";"123630";"123630";"01.02.2027";"НДС";"Ромфарм/Румыния"
"3083";"03004414004015002";;"Нимелид сусп.100мг/2мг№30";"32";"2214221";"7";;;;;;"65519";"65519";"67545";"67545";"01.08.2026";"НДС";"Ромфарм/Румыния"
"3084";"03004012002029001";;"Протектопаза пор.инъек.40мг№1 Пантопразол";"240";"2317561";"120";;;;;;"63792";"63792";"65765";"65765";"01.09.2025";"НДС";"Ромфарм/Румыния"
"3085";"03004436114001002";;"Румалон р-р 1мл №25";"40";"2400931";"31";;;;;;"541129";"541129";"557865";"557865";"01.01.2029";"НДС";"Ромфарм/Румыния"
"3086";"03004322008078001";;"Тиррекс пор.сусп.200мг/5мл.37.5мл№1";"96";"2320441";"3";;;;;;"69471";"69471";"71620";"71620";"01.10.2026";"НДС";"Ромфарм/Румыния"
"3087";"03004334001008001";;"Фосфорал гранулы 3г./8г.№1 пакетики";"144";"2315111";"9";;;;;;"88585";"88585";"91325";"91325";"01.08.2026";"НДС";"Ромфарм/Румыния"
"3088";"03004403005002002";;"Элафра таб.20мг№30";"147";"2297A3";"11";;;;;;"250138";"250138";"257875";"257875";"01.05.2026";"НДС";"Ромфарм/Румыния"
"3089";"03004508022022001";;"Эмоксидант амп.50мг/мл.2мл№10";"80";"2302662";"55";;;;;;"113752";"113752";"117270";"117270";"01.02.2026";"НДС";"Ромфарм/Румыния"
"3090";"03004297001004001";;"Бетафос сусп д/инъек 5мг/мл +2мг/мл 1мл №5";"76";"2317814";"13";;;;;;"142833";"142833";"147250";"147250";"01.09.2025";"НДС";"Ромфарм/Румыния"
"3091";"03004583001002001";;"Визоптин капли глазные 15мл№1";"196";"2314382";"89";;;;;;"47083";"47083";"48540";"48540";"01.07.2028";"НДС";"Ромфарм/Румыния"
"3092";"A57587";;"Гепатионин лиоф. д/приг р-ра 500мг №1";"168";"2405781";"39";;;;;;"92844";"92844";"95715";"95715";"01.05.2027";"НДС";"Ромфарм/Румыния"
"3093";"A32444";;"Гиалуром Тендон 40мг/2мл р-р д/инъекций пред. шприц №1";"1";"2317414";"13";;;;;;"541207";"541207";"557945";"557945";"01.09.2026";"НДС";"Ромфарм/Румыния"
"3094";"03004297017001001";;"Гидрокортизон Ромфарм лиоф.д/пр р-р 100мг";"240";"2312471";"23";;;;;;"38261";"38261";"39444";"39444";"01.06.2028";"НДС";"Ромфарм/Румыния"
"3095";"03004432007007001";;"Золента Ромфарм лиоф.д/пр р-р д/инф 4 мг";"168";"2407522";"39";;;;;;"410320";"410320";"423010";"423010";"01.04.2027";"НДС";"Ромфарм/Румыния"
"3096";"A26374";;"Медеско р-р д/инъек.100мг/мл 5мл №10";"108";"2208121";"11";;;;;;"95021";"95021";"97960";"97960";"01.05.2025";"НДС";"Ромфарм/Румыния"
"3097";"03004593002005000";;"Отирелакс кап.уш.40мг/г+10мг/г 17,1 №1";"240";"2319261";"4";;;;;;"57714";"57714";"59499";"59499";"01.09.2027";"НДС";"Ромфарм/Румыния"
"3098";"A16818";;"Ретиносан капсулы №30";"300";"2409232";"85";;;;;;"113478";"113478";"116988";"116988";"01.04.2027";"БАД";"Ромфарм/Румыния"
"Ротафарм  (SEDIKO)";;;;;;;;;;;;;;;;;;
"3099";"03004491034001001";"8680199573848";"Аллева сироп 150мл№1";"24";"309002160";"2";;;;;;"76812";"76812";"79188";"79188";"01.08.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3100";"03004410002002001";;"Артоксан гель1%.45г.№1 Теноксикам";"70";"301880";"10";;;;;;"58335";"58335";"60139";"60139";"01.09.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3101";"03004410002008001";;"Артоксан лиоф.пор.+раствор.20мг№3 Теноксикам";"110";"400590";"139";;;;;;"128855";"128855";"132840";"132840";"01.12.2025";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3102";"03004410002008002";;"Артоксан супп.20мг№5 Теноксикам";"120";"309001160";"4";;;;;;"52422";"52422";"54044";"54044";"01.08.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3103";"03004410002020002";;"Артоксан таб.20мг№10 Теноксикам";"110";"304001480";"28";;;;;;"53011";"53011";"54650";"54650";"01.03.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3104";"03004502002002003";;"Вобилон капс.80мг№30";"105";"306200500";"41";;;;;;"55556";"55556";"57275";"57275";"01.05.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3105";"03004012003001001";;"Ланторол капс.30мг№14";"150";"309001170";"14";;;;;;"56701";"56701";"58455";"58455";"01.08.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3106";"03004432003012001";;"Лондромакс таб.70мг№4";"10";"307001430";"47";;;;;;"104343";"104343";"107570";"107570";"01.06.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3107";"03004098001047002";;"Лопигрол таб.75мг№28";"200";"310000750";"8";;;;;;"145738";"145738";"150245";"150245";"01.09.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3108";"03004956001001001";;"Невралон амп.2мл№5 Вит.В-комплекс";"195";"307000950";"50";;;;;;"58577";"58577";"60388";"60388";"01.06.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3109";"03004174004036001";;"Ризопрол таб.5мг№30";"150";"301102303";"38";;;;;;"51664";"51664";"53262";"53262";"01.12.2025";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3110";"03004141018002003";;"Рипронат амп.100мг/мл5мл№10 Мельдоний";"56";"304001740";"12";;;;;;"100481";"100481";"103589";"103589";"01.03.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3111";"03004314011001001";;"Родинир капс.300мг№10";"100";"2384002A";"4";;;;;;"77493";"77493";"79890";"79890";"01.06.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3112";"03004563002043001";;"Ролиноз кап.внутр.10мг/мл/20мл.№1 Цетиризин";"140";"401002190";"98";;;;;;"52938";"52938";"54575";"54575";"01.12.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3113";"03004563002043002";;"Ролиноз таб.10мг№10 Цетиризин";"200";"312000400";"40";;;;;;"16226";"16226";"16728";"16728";"01.11.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3114";"03004499004076002";;"Роноцит амп.1000мг/4мл№5 Цитиколин";"88";"203002140";"24";;;;;;"288784";"288784";"297715";"297715";"01.02.2027";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3115";"03004499004010001";;"Роноцит амп.100мг/мл.10мл№10 Цитиколин";"24";"402103370";"3";;;;;;"168198";"168198";"173400";"173400";"01.01.2029";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3116";"03004414003013002";;"Ротадон саше.1500мг№20";"48";"311002200";"16";;;;;;"169920";"169920";"175175";"175175";"01.10.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3117";"03004411007004004";;"Роталфен амп.50мг/2мл№5";"195";"306000190";"50";;;;;;"77750";"77750";"80155";"80155";"01.05.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3118";"03004884019002001";;"Ротацеф 1000мг №1";"120";"2301022A.";"7";;;;;;"37088";"37088";"38235";"38235";"01.09.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3119";"03004286002005001";;"Тамсапрост капс.0.4мг№30";"105";"308001570";"4";;;;;;"141382";"141382";"145755";"145755";"01.07.2027";"НДС";"Ротафарм  (SEDIKO)/Египет"
"3120";"03004201002010002";;"Эрбинол таб.250мг№14";"168";"306000650";"29";;;;;;"85658";"85658";"88308";"88308";"01.05.2026";"НДС";"Ротафарм  (SEDIKO)/Египет"
"Ротафарм  (World Medicine)";;;;;;;;;;;;;;;;;;
"3121";"03004595001001001";;"Медексол гл/уш.капли 0.1%.5мл№1";"180";"305000600";"8";;;;;;"29900";"29900";"30825";"30825";"01.04.2026";"НДС";"Ротафарм  (World Medicine)/Турция"
"Рубикон";;;;;;;;;;;;;;;;;;
"3122";"03004171002004002";;"Венолекс 450мг №60";"60";"0090123";"2";;;;;;"147788";"147788";"152359";"152359";"01.04.2026";"НДС";"Рубикон/Беларусь"
