;;;;;;;;;;;;;;;;;;
"Абдулхаев Фаррух";;;;;;;;;;;;;;;;;;
"Price List";;;;;;;;;;;;;;;;;;
"03 окт 2024";;;;;;;;;;;;;;;;;;
"в„–";"Code";"Barcode";"Name";"Qty per Box";"Card Number";"Balance";"Your order";"Price Type: Акция";"Акция with margin";"Price Type: Возврат";"Возврат with margin";"Price Type: При 100% Оплате (перечисление)";"При 100% Оплате (перечисление) with margin";"Price Type: Цена договорная (перечисление)";"Цена договорная (перечисление) with margin";"Expiry Date";"Группа";"Producer"
"Серебряное Сияние";;;;;;;;;;;;;;;;;;
"3062";"A23094";;"Антисептический Спрей Лосьон космет. 99мл.№1";"1";"0210320";"2035";;;;;;"5975";"5975";"6160";"6160";"01.03.2025";"НДС";"Серебряное Сияние/Россия"
"Синтез";;;;;;;;;;;;;;;;;;
"3063";"03004180001017001";"4602565012038";"Амлорус таб. 10мг №30";"216";"170224";"166";;;;;;"13716";"13716";"14140";"14140";"01.02.2029";"НДС";"Синтез/Россия"
"3064";"03004180001017003";"4602565012021";"Амлорус таб. 5мг №30";"216";"680723";"1";;;;;;"9815";"9815";"10119";"10119";"01.07.2028";"НДС";"Синтез/Россия"
"3065";"03004199001015001";;"Клотримазол мазь 1% 20г.";"110";"290424";"2064";;;;;;"5234";"5234";"5396";"5396";"01.04.2026";"НДС";"Синтез/Россия"
"3066";"03004012001058001";;"Омепразол капс. 20мг №30";"80";"170324";"819";;;;;;"8289";"8289";"8545";"8545";"01.03.2027";"НДС";"Синтез/Россия"
"3067";"A53944";;"Бициллин-3 пор.д/приг сусп.д/в/м введ. 600000ЕД №50";"8";"110624";"22";;;;;;"430839";"430839";"444163";"444163";"01.06.2027";"НДС";"Синтез/Россия"
"3068";"03004309005010001";;"Бициллин-5 пор.д/приг. суспензии д/в/м введ.1200000ЕД+300000ЕД фл. №50";"8";"90324";"31";;;;;;"588446";"588446";"606645";"606645";"01.03.2027";"НДС";"Синтез/Россия"
"3069";"03004245004006002";;"Диклофенак-Акос гель д/наруж. 5% 30г";"72";"4230524";"28";;;;;;"25787";"25787";"26584";"26584";"01.05.2027";"НДС";"Синтез/Россия"
"3070";"03004411001019001";;"Ибупрофен-Акос таб.400мг№20";"100";"2180424";"1376";;;;;;"9998";"9998";"10307";"10307";"01.04.2027";"НДС";"Синтез/Россия"
"3071";"03004499003040002";;"Пирацетам р-р в/в и в/м введ. 200мг 5мл №10 амп.";"48";"130524";"4037";;;;;;"11976";"11976";"12347";"12347";"01.05.2029";"НДС";"Синтез/Россия"
"3072";"A34984";;"Цефазолин-АКОС пор. д/приг. р-ра 1г №50";"8";"900324";"919";;;;;;"237570";"237570";"244918";"244918";"01.03.2027";"НДС";"Синтез/Россия"
"3073";"03004326002082002";;"Ципрофлоксацин таб 500мг №10";"60";"250524";"1635";;;;;;"8634";"8634";"8901";"8901";"01.05.2029";"НДС";"Синтез/Россия"
"Софарма-Болгария";;;;;;;;;;;;;;;;;;
"3074";"03004419009002002";;"Индометацин Софарма таб. №30";"300";"110А24";"10782";;;;;;"10020";"10020";"10330";"10330";"01.01.2029";"НДС";"Софарма-Болгария/Болгария"
"3075";"03004030001001003";;"Карсил таб. №80";"200";"50F23";"271";;;;;;"50542";"50542";"52105";"52105";"01.06.2026";"НДС";"Софарма-Болгария/Болгария"
"3076";"03004030032001001";;"Карсил форте кап. 90мг №30";"105";"48Е24";"187";;;;;;"77547";"77547";"79945";"79945";"01.05.2027";"НДС";"Софарма-Болгария/Болгария"
"3077";"03004501003002001";;"Нивалин 1мг/мл 1мл №10";"126";"116B24";"68";;;;;;"109537";"109537";"112925";"112925";"01.02.2029";"НДС";"Софарма-Болгария/Болгария"
"3078";"03004501003002003";;"Нивалин 2,5мг/мл 1мл №10";"126";"118B24";"63";;;;;;"111812";"111812";"115270";"115270";"01.02.2029";"НДС";"Софарма-Болгария/Болгария"
"3079";"03004501003006002";;"Нивалин таб. 10мг  №20";"450";"48D23X";"134";;;;;;"241525";"241525";"248995";"248995";"01.04.2028";"НДС";"Софарма-Болгария/Болгария"
"3080";"03004076008001001";;"СофаВит таб. №20 (Витамин В комплекс)";"430";"66D23";"22";;;;;;"28324";"28324";"29200";"29200";"01.04.2026";"НДС";"Софарма-Болгария/Болгария"
"3081";"03004022008001005";;"Спазмалгон 5мл №5";"126";"301F24BV";"829";;;;;;"50416";"50416";"51975";"51975";"01.06.2027";"НДС";"Софарма-Болгария/Болгария"
"3082";"03004451006009002";;"Темпалгин таб №20";"440";"413K23";"395";;;;;;"25409";"25409";"26195";"26195";"01.08.2027";"НДС";"Софарма-Болгария/Болгария"
"3083";"03004285035001001";;"Трибестан таб №60";"160";"105L23";"147";;;;;;"347202";"347202";"357940";"357940";"01.09.2028";"НДС";"Софарма-Болгария/Болгария"
"3084";"03004948005001001";;"Туссифен Бебе сироп 125мл";"20";"402F23A";"42";;;;;;"22795";"22795";"23500";"23500";"01.06.2025";"НДС";"Софарма-Болгария/Болгария"
"3085";"03004593002007001";;"Фуроталгин уш.капли 5мл";"100";"201E23";"645";;;;;;"23455";"23455";"24180";"24180";"01.05.2026";"НДС";"Софарма-Болгария/Болгария"
"3086";"03004553011003001";;"Бронхолитин Айви 7мг/мл 120мл№1";"20";"422E23";"908";;;;;;"28591";"28591";"29475";"29475";"01.05.2025";"НДС";"Софарма-Болгария/Болгария"
"3087";"03004556028001001";;"Бронхолитин таб. 40мг №20";"430";"74B24";"1517";;;;;;"35880";"35880";"36990";"36990";"01.02.2027";"НДС";"Софарма-Болгария/Болгария"
"3088";"03004071005007001";;"Деавит нео 0.5мг/мл капли для приема внутрь раствор 10мл";"1";"202D23";"19";;;;;;"34037";"34037";"35090";"35090";"01.04.2027";"НДС";"Софарма-Болгария/Болгария"
"3089";"03004564010019001";;"Софалор сироп р-р.д/приема внутрь.0,5мг/мл 120мл";"20";"417F24C";"6";;;;;;"39993";"39993";"41230";"41230";"01.06.2026";"НДС";"Софарма-Болгария/Болгария"
"СП OOO ""Samarkand England Eco-Medical""";;;;;;;;;;;;;;;;;;
"3090";"03004122003002006";;"Глюкоза 10% р-р.инф.250мл№1";"20";"08980724";"7";;;;;;"9559";"9559";"9855";"9855";"01.08.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3091";"03004122003002007";;"Глюкоза 10% р-р.инф.500мл№1";"20";"06730524";"1";;;;;;"14162";"14162";"14600";"14600";"01.06.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3092";"03004122003031003";;"Глюкоза 5%.100мл№1";"40";"10100824";"11151";;;;;;"5869";"5869";"6051";"6051";"01.09.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3093";"A7852";;"КМА SEEM р-р.инф.250мл.№1";"20";"01920224";"18";;;;;;"25608";"25608";"26400";"26400";"01.03.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3094";"03004326008002001";;"Элфлокс(Левофлоксацин) р-р.инф.500мг/100мл№1";"40";"07660624";"9380";;;;;;"9560";"9560";"9856";"9856";"01.07.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3095";"03004332001006001";;"Метронидазол р-р.инф.100мл№1";"40";"02820224";"3223";;;;;;"5335";"5335";"5500";"5500";"01.03.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3096";"03004121001020001";;"Натрия хлорид р-р.инф.0.9%.100мл№1";"40";"07410624";"1331";;;;;;"3735";"3735";"3850";"3850";"01.07.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3097";"A8173";;"Реосорбил-SEEM р-р.инф.250мл№1";"20";"09930724";"590";;;;;;"23736";"23736";"24470";"24470";"01.08.2026";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3098";"03004118016002002";;"Рингер-Лактат 500мл.№1";"20";"06340524";"1070";;;;;;"13386";"13386";"13800";"13800";"01.06.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3099";"A58376";;"Аргивин р-р д/инф.42мг/мл 100мл№1";"40";"07280524";"14";;;;;;"62463";"62463";"64395";"64395";"01.06.2026";;"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3100";"A19235";;"Глюкоза 5%.200мл№1";"20";"01530124";"8";;;;;;"6616";"6616";"6821";"6821";"01.02.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3101";"A58377";;"Карлитин р-р д/инф.100мл№1";"40";"07350624";"10";;;;;;"74957";"74957";"77275";"77275";"01.07.2026";;"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3102";"A23234";;"КМА SEEM р-р.инф.100мл.№1";"40";"03100324";"906";;;;;;"22361";"22361";"23053";"23053";"01.04.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3103";"03004614007006001";;"Милкортин р-р д/инфузий 100мл (L-Arginin Левокарнитин)";"40";"07270723";"14";;;;;;"57362";"57362";"59136";"59136";"01.08.2025";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3104";"03004121001020007";;"Натрия хлорид 0.9%.400мл№1";"20";"05680424";"30";;;;;;"6936";"6936";"7151";"7151";"01.05.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3105";"A18432";;"Натрия хлорид р-р.инф.0.9%.200мл№1";"20";"09000724";"4";;;;;;"4055";"4055";"4180";"4180";"01.08.2027";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3106";"03004116004012001";;"Неогэк р-р д/инфузий 250мл №1";"20";"11311123";"994";;;;;;"26622";"26622";"27445";"27445";"01.12.2025";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3107";"A24344";;"Парагин р-р д/инф.4,2% 100мл №1";"40";"10181023";"135";;;;;;"55097";"55097";"56801";"56801";"01.11.2025";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3108";"A26617";;"Парафлокс р-р д/инф. 5мг/100мл №1";"40";"09360822.";"32";;;;;;"47476";"47476";"48944";"48944";"01.09.2025";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3109";"03004452001117001";;"Парацетамол-SEEM таб.500мг №100";"1";"2310080";"3016";;;;;;"22708";"22708";"23410";"23410";"01.11.2025";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3110";"03004162002046001";;"Пентоксим(Латрен) SEEM р-р.инф.100мл№1";"40";"07500624";"89";;;;;;"22114";"22114";"22798";"22798";"01.07.2026";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3111";"A32022";;"Реопар-С раствор д/инф. 200мл";"20";"07820823";"34";;;;;;"56765";"56765";"58520";"58520";"01.09.2025";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3112";"A19854";;"Реосорбил-SEEM р-р.инф.100мл№1";"40";"12061123";"2";;;;;;"19859";"19859";"20473";"20473";"01.12.2025";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3113";"A55065";;"Стрептоцид таб. 500мг №100";"1";"2401086";"1";;;;;;"14822";"14822";"15280";"15280";"01.02.2026";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3114";"A24760";;"Тинин р-р. для инфузий 100мл №1 L-Аргинин";"40";"10171023";"13";;;;;;"53578";"53578";"55235";"55235";"01.11.2025";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"3115";"A35287";;"Цитрамон таб. №100";"1";"2309062";"3131";;;;;;"15181";"15181";"15650";"15650";"01.10.2025";"НДС";"СП OOO ""Samarkand England Eco-Medical""/Узбекистан"
"СП ООО ""Guliston Med Texnika""";;;;;;;;;;;;;;;;;;
"3116";"A3842";;"Шприц 2мл№1";"3000";"032";"41";;;;;;"228";"228";"228";"228";"01.01.2026";"НДС";"СП ООО ""Guliston Med Texnika""/Узбекистан"
"Татхимфармпрепараты";;;;;;;;;;;;;;;;;;
"3117";"03004138002002001";;"Эринит таб №50";"60";"80424";"2356";;;;;;"14595";"14595";"15046";"15046";"01.03.2027";"НДС";"Татхимфармпрепараты/Россия"
"Темур Мед Фарм";;;;;;;;;;;;;;;;;;
"3118";"A25715";;"Катион р-р д/инфузий 100мл №1";"40";"0010624";"20";;;;;;"83919";"83919";"86514";"86514";"01.06.2026";"НДС";"Темур Мед Фарм/Узбекистан"
"Техно-Фарм";;;;;;;;;;;;;;;;;;
"3119";"A57714";;"Беспонтерун крем 5% 30г (Бепантен)";"100";"002010720240626";"158";;;;;;"38480";"38480";"39670";"39670";"01.06.2026";"БАД";"Техно-Фарм/Узбекистан"
"3120";"A27901";;"Д-Кальц гранулы 75г №1";"20";"0040620230625";"8";;;;;;"39043";"39043";"40250";"40250";"01.06.2025";"БАД";"Техно-Фарм/Узбекистан"
"3121";"A27902";;"Ингалипт Форте спрей 20мл №1";"100";"01082024";"295";;;;;;"8711";"8711";"8980";"8980";"01.08.2026";"БАД";"Техно-Фарм/Узбекистан"
"3122";"A27898";;"Магне В6 Форте капс. №50";"50";"0030820230825";"40";;;;;;"17024";"17024";"17550";"17550";"01.08.2025";"БАД";"Техно-Фарм/Узбекистан"
"Торрент Фармасьютикалс Лтд";;;;;;;;;;;;;;;;;;
"3123";"A55947";;"Рироксатор таб. 10мг №30";"1";"BPT2K002";"4";;;;;;"128210";"128210";"132175";"132175";"01.03.2026";"НДС";"Торрент Фармасьютикалс Лтд/Индия"
"Узбекистан";;;;;;;;;;;;;;;;;;
"3124";"A5383";;"Трость Деревянная №1";"10";"1";"4";;;;;;"31477";"31477";"32450";"32450";"01.01.2030";"БАД";"Узбекистан/Узбекистан"
"3125";"A21936";;"Костыль Металлический №2";"10";"1";"13";;;;;;"106167";"106167";"109450";"109450";"01.01.2030";"БАД";"Узбекистан/Узбекистан"
"3126";"A54545";;"Трость 4х опорная (с ножками) №1";"1";"1";"3";;;;;;"58151";"58151";"59950";"59950";"01.01.2030";"БАД";"Узбекистан/Узбекистан"
"3127";"A21937";;"Трость Металлический №1";"10";"1";"2";;;;;;"33611";"33611";"34650";"34650";"01.01.2030";"БАД";"Узбекистан/Узбекистан"
"3128";"A35686";;"Трость Металлический №1 Регулируемая";"1";"001";"6";;;;;;"44280";"44280";"45650";"45650";"01.01.2030";"БАД";"Узбекистан/Узбекистан"
"3129";"A53945";;"Трость подлокотная металическая №1";"1";"1";"11";;;;;;"58151";"58151";"59950";"59950";"01.01.2030";"БАД";"Узбекистан/Узбекистан"
"Узгермед Фарм";;;;;;;;;;;;;;;;;;
"3130";"03004141018027001";;"Идрен амп.100мг/5мл №5 (Мелдониум)";"88";"010423";"9";;;;;;"54969";"54969";"56669";"56669";"01.04.2025";"НДС";"Узгермед Фарм/Узбекистан"
"3131";"03004141024011001";;"Неоцинтил амп.10мл №5";"1";"010323";"10";;;;;;"65966";"65966";"68006";"68006";"01.03.2025";"НДС";"Узгермед Фарм/Узбекистан"
"3132";"03004141024010001";;"Нооцеб амп.25мг/4мл №5";"88";"010123";"10";;;;;;"79156";"79156";"81604";"81604";"01.01.2025";"НДС";"Узгермед Фарм/Узбекистан"
"Уралбиофарм";;;;;;;;;;;;;;;;;;
"3133";"A57484";;"Ацетилсалициловая к-та-УБФ таб. 500мг №50";"84";"80524";"10";;;;;;"8090";"8090";"8340";"8340";"01.05.2028";"НДС";"Уралбиофарм/Россия"
"3134";"A55171";;"Парацетамол-УБФ таб. 500мг №50";"84";"210324";"2508";;;;;;"12069";"12069";"12442";"12442";"01.03.2027";"НДС";"Уралбиофарм/Россия"
"3135";"03004029013005003";;"Уголь активированный-УБФ таб. 250мг№20";"119";"30224";"2553";;;;;;"3857";"3857";"3977";"3977";"01.02.2026";"НДС";"Уралбиофарм/Россия"
"3136";"03004029013005002";;"Уголь активированный-УБФ таб. 250мг№50";"84";"60524";"6103";;;;;;"7137";"7137";"7358";"7358";"01.05.2026";"НДС";"Уралбиофарм/Россия"
"3137";"03004450005017003";;"Цитрамон П таб. №50";"84";"80923";"617";;;;;;"10348";"10348";"10668";"10668";"01.09.2027";"НДС";"Уралбиофарм/Россия"
"Фарма Старт";;;;;;;;;;;;;;;;;;
"3138";"03004463007001002";;"Бифрен капс.250мг№20";"200";"560524";"5708";;;;;;"73672";"73672";"75950";"75950";"01.06.2026";"НДС";"Фарма Старт/Украина"
"3139";"03004191009002002";;"Кливас таб. 10мг №30";"1";"051123";"68";;;;;;"52031";"52031";"53640";"53640";"01.10.2025";"НДС";"Фарма Старт/Украина"
"3140";"03004191009002004";;"Кливас таб. 20мг №30";"1";"871023";"1";;;;;;"82954";"82954";"85520";"85520";"01.11.2025";"НДС";"Фарма Старт/Украина"
"3141";"03004141005012002";;"Тридуктан МВ таб.35мг №60";"200";"820324";"857";;;;;;"61702";"61702";"63610";"63610";"01.04.2027";"НДС";"Фарма Старт/Украина"
"3142";"03004462001031001";;"Карбамазепин-ФС таб. 200мг№50";"10";"581023";"1215";;;;;;"43117";"43117";"44450";"44450";"01.11.2026";"НДС";"Фарма Старт/Украина"
"3143";"A56088";;"Ламотрин таб. 100мг №30";"1";"511223";"2";;;;;;"110759";"110759";"114185";"114185";"01.01.2027";"НДС";"Фарма Старт/Украина"
"3144";"A56089";;"Ламотрин таб. 50мг №30";"1";"110124";"39";;;;;;"66935";"66935";"69005";"69005";"01.01.2027";"НДС";"Фарма Старт/Украина"
"3145";"A56085";;"Левицитам таб. 250мг №30";"1";"560124";"373";;;;;;"150175";"150175";"154820";"154820";"01.02.2027";"НДС";"Фарма Старт/Украина"
"3146";"A56084";;"Левицитам таб. 500мг №30";"1";"451223";"350";;;;;;"277289";"277289";"285865";"285865";"01.01.2027";"НДС";"Фарма Старт/Украина"
"3147";"A55028";"4823045205218";"Левоком таб.250мг/25мг №30";"1";"281023";"96";;;;;;"82227";"82227";"84770";"84770";"01.11.2025";"НДС";"Фарма Старт/Украина"
"3148";"A56086";;"Прамипекс таб. 0,25мг №30";"1";"611223";"90";;;;;;"113054";"113054";"116550";"116550";"01.01.2027";"НДС";"Фарма Старт/Украина"
"3149";"A56087";;"Прамипекс таб. 1мг №30";"1";"621223";"134";;;;;;"373081";"373081";"384620";"384620";"01.01.2027";"НДС";"Фарма Старт/Украина"
"3150";"A58109";;"Ризоптан таб.10мг №3";"1";"550324";"107";;;;;;"63592";"63592";"65559";"65559";"01.04.2027";"НДС";"Фарма Старт/Украина"
"ФАРМАЛЭНД";;;;;;;;;;;;;;;;;;
"3151";"03004326008069001";;"Лефлодоза р-р д/инф. 5мг/мл 100мл№1 Левофлоксацин";"60";"030523";"58";;;;;;"54378";"54378";"56060";"56060";"01.05.2025";"НДС";"ФАРМАЛЭНД/Беларусь"
"Фармаприм";;;;;;;;;;;;;;;;;;
"3152";"03004285013001001";"5944700301058";"Аденопросин супп.рект.150мг№10 Леч.Хрон.простат";"80";"360";"10";;;;;;"212445";"212445";"219015";"219015";"01.06.2026";"НДС";"Фармаприм/Молдова"
"3153";"03004250002009001";;"Клотримазол крем 10мг/г 15г";"60";"C02042024";"225";;;;;;"12697";"12697";"13090";"13090";"01.04.2027";"НДС";"Фармаприм/Молдова"
"3154";"03004332001017001";;"Левометрин супп.ваг №10";"80";"A23062023";"37";;;;;;"46814";"46814";"48262";"48262";"01.06.2026";"НДС";"Фармаприм/Молдова"
"3155";"03004250012019001";;"Метромикон Нео супп. ваг. №14";"60";"A22062023";"113";;;;;;"84410";"84410";"87021";"87021";"01.06.2026";"НДС";"Фармаприм/Молдова"
"3156";"03004250012017001";;"Метромикон супп. ваг. №10";"80";"A14022024";"340";;;;;;"57720";"57720";"59505";"59505";"01.02.2027";"НДС";"Фармаприм/Молдова"
"Фармасофт НПК/Эллара";;;;;;;;;;;;;;;;;;
"3157";"03004407006001001";;"Мексидол амп.50мг/мл.2мл№10";"120";"010624";"640";;;;;;"79298";"79298";"81750";"81750";"01.06.2027";"НДС";"Фармасофт НПК/Эллара/Россия"
"3158";"03004407006001002";;"Мексидол амп.50мг/мл.5мл№5";"100";"030624";"2818";;;;;;"78425";"78425";"80850";"80850";"01.06.2027";"НДС";"Фармасофт НПК/Эллара/Россия"
"3159";"03004508022008003";;"Мексидол таб.125мг№30";"96";"140224A";"352";;;;;;"46366";"46366";"47800";"47800";"01.01.2027";"НДС";"Фармасофт НПК/Эллара/Россия"
"3160";"03004508022008004";;"Мексидол таб.125мг№50";"60";"190224";"28";;;;;;"63841";"63841";"65816";"65816";"01.01.2027";"НДС";"Фармасофт НПК/Эллара/Россия"
"Фарматив Илач Сан. Ве Тидж. А.Ш.";;;;;;;;;;;;;;;;;;
"3161";"03004221001003001";;"Клобенат крем для наруж. 0,05% 50г";"20";"23188005D";"36";;;;;;"72075";"72075";"74304";"74304";"01.08.2025";"НДС";"Фарматив Илач Сан. Ве Тидж. А.Ш./Турция"
"3162";"03004221001008001";;"Клобенат мазь для наруж. 0,5% 50г";"20";"24189005A";"48";;;;;;"62546";"62546";"64480";"64480";"01.05.2026";"НДС";"Фарматив Илач Сан. Ве Тидж. А.Ш./Турция"
"Фармпроект";;;;;;;;;;;;;;;;;;
"3163";"03004490001005001";;"Велтуш таб. 3мг №30";"1";"010822";"3";;;;;;"84185";"84185";"86789";"86789";"01.08.2026";"НДС";"Фармпроект/Россия"
"Фармстандарт";;;;;;;;;;;;;;;;;;
"3164";"03004353010001003";;"Арбидол Максимум капс. 200мг №10";"120";"1451123";"26";;;;;;"77498";"77498";"79895";"79895";"01.12.2025";"НДС";"Фармстандарт/Россия"
"3165";"03004485009001001";;"Афобазол таб. 10мг №60";"144";"850823";"570";;;;;;"75000";"75000";"77320";"77320";"01.09.2026";"НДС";"Фармстандарт/Россия"
"3166";"03004556003006002";;"Коделак НЕО №10 таб.";"182";"010224";"5";;;;;;"34716";"34716";"35790";"35790";"01.03.2026";"НДС";"Фармстандарт/Россия"
"3167";"03004451006003005";;"Пенталгин таб. №12";"154";"9120923";"2561";;;;;;"17790";"17790";"18340";"18340";"01.10.2025";"НДС";"Фармстандарт/Россия"
"3168";"03004451006003004";;"Пенталгин таб. №24";"154";"50324";"2992";;;;;;"31232";"31232";"32198";"32198";"01.04.2026";"НДС";"Фармстандарт/Россия"
"3169";"03004451006001002";;"Пенталгин-ICN таб №12";"154";"10224";"81";;;;;;"22795";"22795";"23500";"23500";"01.03.2027";"НДС";"Фармстандарт/Россия"
"3170";"03004566017004001";;"Сульфокамфокаин 100мг/мл 2мл №10";"1";"050324";"1441";;;;;;"25977";"25977";"26780";"26780";"01.04.2026";"НДС";"Фармстандарт/Россия"
"3171";"03004506001003002";;"Тетурам 150мг №30 таб.";"100";"10324";"1099";;;;;;"24796";"24796";"25563";"25563";"01.04.2029";"НДС";"Фармстандарт/Россия"
"3172";"03004402024001004";;"Арбидол пор. сусп. для п/внутрь 25мг/ 5мл 37г №1";"30";"611123";"28";;;;;;"47341";"47341";"48805";"48805";"01.12.2025";"НДС";"Фармстандарт/Россия"
"3173";"03004556003006001";;"Коделак Нео капли д/приема внутрь 5мг/мл 20мл№1";"120";"110424";"226";;;;;;"53306";"53306";"54955";"54955";"01.05.2029";"НДС";"Фармстандарт/Россия"
"3174";"03004556003006003";;"Коделак Нео сироп 1,5мг/мл 100мл№1";"1";"281023";"971";;;;;;"34465";"34465";"35531";"35531";"01.11.2028";"НДС";"Фармстандарт/Россия"
"3175";"A33447";;"Фосфоглив Урсо капс. №50";"60";"280823";"195";;;;;;"139923";"139923";"144250";"144250";"01.09.2025";"НДС";"Фармстандарт/Россия"
"Фармтехнология";;;;;;;;;;;;;;;;;;
"3176";"A4431";;"Синулор спрей наз.12.5мг/1мл10мл.№1";"56";"010324";"100";;;;;;"65465";"65465";"67490";"67490";"01.03.2027";"НДС";"Фармтехнология/Беларусь"
"3177";"A58424";;"Иммунокта таб.500мг №30";"70";"010424";"9";;;;;;"123074";"123074";"126880";"126880";"01.03.2027";;"Фармтехнология/Беларусь"
"ФГУП ""Московский эндокринный завод""";;;;;;;;;;;;;;;;;;
"3178";"A58284";;"Адреналин р-р д/инъек 1мг 1мл №5";"1";"10324";"643";;;;;;"13948";"13948";"14379";"14379";"01.04.2027";"НДС";"ФГУП ""Московский эндокринный завод""/Россия"
"Ферон";;;;;;;;;;;;;;;;;;
"3179";"03004400004011002";;"Виферон мазь 40000МЕ/г 12г";"240";"041S";"546";;;;;;"44584";"44584";"45963";"45963";"01.01.2026";"НДС";"Ферон/Россия"
"3180";"03004400004011003";;"Виферон-1 (свечи 150000 МЕ) №10";"270";"131Z";"2280";;;;;;"54590";"54590";"56278";"56278";"01.07.2026";"НДС";"Ферон/Россия"
"3181";"03004400004011004";;"Виферон-2 (свечи 500000 МЕ) №10";"270";"279Y";"614";;;;;;"78738";"78738";"81173";"81173";"01.11.2025";"НДС";"Ферон/Россия"
"3182";"03004400004011005";;"Виферон-3 (свечи 1000000 МЕ) №10";"270";"116Z";"637";;;;;;"117524";"117524";"121158";"121158";"01.07.2026";"НДС";"Ферон/Россия"
"3183";"03004400004011006";;"Виферон-4 (свечи 3000000 МЕ) №10";"270";"339Y";"140";;;;;;"210903";"210903";"217426";"217426";"01.12.2025";"НДС";"Ферон/Россия"
"Флумед-Фарм";;;;;;;;;;;;;;;;;;
"3184";"03004535007005003";;"Каметон Спрей 20 мл";"60";"120424";"55";;;;;;"23249";"23249";"23968";"23968";"01.04.2026";"НДС";"Флумед-Фарм/Молдова"
"ФОРТЕКС Нутрасютикалс";;;;;;;;;;;;;;;;;;
"3185";"A36067";;"Бажана капс. №10";"100";"411062";"47";;;;;;"76304";"76304";"78664";"78664";"01.06.2026";"БАД";"ФОРТЕКС Нутрасютикалс/Болгария"
"3186";"A36066";;"Бажана саше. №10";"36";"328082";"97";;;;;;"75701";"75701";"78042";"78042";"01.08.2025";"БАД";"ФОРТЕКС Нутрасютикалс/Болгария"
"Химсинтез НПО";;;;;;;;;;;;;;;;;;
"3187";"03006002006001001";;"Антиперспирант-Драй драй. Dry Ru Rоll 50мл№1";"10";"RC062024";"16";;;;;;"88173";"88173";"90900";"90900";"01.06.2029";"БАД";"Химсинтез НПО/Россия"
"Целон Лабораториз Лтд";;;;;;;;;;;;;;;;;;
"3188";"03004097003020002";;"Эноксель TM40 р-р д/внутр.40мг/0,4мл№1";"238";"EPI2403BC";"218";;;;;;"57920";"57920";"57920";"57920";"01.03.2026";"НДС";"Целон Лабораториз Лтд/Индия"
"ЧАО Инфузия";;;;;;;;;;;;;;;;;;
"3189";"03004088005007001";;"Калия и Магния Аспарагинат р-р д/инф. 200мл";"1";"A011023UZ";"711";;;;;;"41201";"41201";"42475";"42475";"01.10.2025";"НДС";"ЧАО Инфузия/Украина"
"ЧП ""Dora line""";;;;;;;;;;;;;;;;;;
"3190";"02106003001080005";;"Бифф кидс саше №10";"180";"01";"5";;;;;;"40837";"40837";"42100";"42100";"01.02.2026";"БАД";"ЧП ""Dora line""/Узбекистан"
"3191";"02106003001080001";;"Бифф-Бэби №10 саше";"180";"01";"10";;;;;;"43456";"43456";"44800";"44800";"01.05.2026";"БАД";"ЧП ""Dora line""/Узбекистан"
"3192";"02106003001080026";;"Нефролин капс.№30";"200";"01";"13";;;;;;"42437";"42437";"43749";"43749";"01.01.2026";"БАД";"ЧП ""Dora line""/Узбекистан"
"3193";"02106003001080031";;"Окулин капс.№30";"200";"01";"21";;;;;;"54320";"54320";"56000";"56000";"01.05.2026";"БАД";"ЧП ""Dora line""/Узбекистан"
